302,0,558,0,0,0
301.727841,-0.045167,557.608554,0,0,0
299.9884,-0.33384,555.10672,0,0,0
295.746209,-1.037863,549.005186,0,0,0
288.3888,-2.25888,538.42304,0,0,0
277.673828,-4.037109,523.011719,0,0,0
263.6762,-6.36012,502.87896,0,0,0
246.735197,-9.171606,478.512751,0,0,0
227.4016,-12.38016,450.70528,0,0,0
206.384816,-15.868052,420.476884,0,0,0
184.5,-19.5,389,0,0,0
162.615184,-23.131948,357.523116,0,0,0
141.5984,-26.61984,327.29472,0,0,0
122.264803,-29.828394,299.487249,0,0,0
105.3238,-32.63988,275.12104,0,0,0
91.326172,-34.962891,254.988281,0,0,0
80.6112,-36.74112,239.57696,0,0,0
73.253791,-37.962137,228.994814,0,0,0
69.0116,-38.66616,222.89328,0,0,0
67.272159,-38.954833,220.391446,0,0,0
67,-39,220,0,0,0
67,-39,220,0,0,0
67,-39,219.8288,0,0,0
67,-39,218.8416,0,0,0
67,-39,216.7384,0,0,0
67,-39,213.6512,0,0,0
67,-39,210,0,0,0
67,-39,206.3488,0,0,0
67,-39,203.2616,0,0,0
67,-39,201.1584,0,0,0
67,-39,200.1712,0,0,0
67,-39,200,0,0,0
67,-39,200,0,0,0
67,-38,200,0,0,0
67,-37,200,0,0,0
67,-36,200,0,0,0
67,-35,200,0,0,0
67,-34,200,0,0,0
67,-33,200,0,0,0
67,-32,200,0,0,0
67,-31,200,0,0,0
67,-30,200,0,0,0
67,-29,200,0,0,0
68,-28,200,0,0,0
68,-27,200,0,0,0
69,-26,200,0,0,0
70,-25,200,0,0,0
71,-24,200,0,0,0
72,-23,200,0,0,0
73,-23,200,0,0,0
74,-23,200,0,0,0
75,-22,200,0,0,0
76,-22,200,0,0,0
77,-23,200,0,0,0
78,-23,200,0,0,0
79,-23,200,0,0,0
80,-24,200,0,0,0
81,-25,200,0,0,0
82,-26,200,0,0,0
83,-27,200,0,0,0
83,-28,200,0,0,0
84,-29,200,0,0,0
85,-28,200,0,0,0
85,-27,200,0,0,0
85,-26,200,0,0,0
86,-25,200,0,0,0
87,-24,200,0,0,0
88,-23,200,0,0,0
89,-22,200,0,0,0
90,-22,200,0,0,0
91,-22,200,0,0,0
92,-21,200,0,0,0
93,-21,200,0,0,0
94,-21,200,0,0,0
95,-22,200,0,0,0
96,-22,200,0,0,0
97,-22,200,0,0,0
98,-22,200,0,0,0
99,-23,200,0,0,0
100,-24,200,0,0,0
101,-25,200,0,0,0
102,-26,200,0,0,0
102,-27,200,0,0,0
102,-28,200,0,0,0
103,-29,200,0,0,0
103,-30,200,0,0,0
103,-31,200,0,0,0
103,-32,200,0,0,0
103,-33,200,0,0,0
103,-34,200,0,0,0
103,-35,200,0,0,0
103,-36,200,0,0,0
103,-37,200,0,0,0
103,-38,200,0,0,0
102,-39,200,0,0,0
102,-40,200,0,0,0
102,-41,200,0,0,0
101,-42,200,0,0,0
100,-43,200,0,0,0
99,-44,200,0,0,0
98,-45,200,0,0,0
97,-45,200,0,0,0
96,-45,200,0,0,0
95,-46,200,0,0,0
94,-46,200,0,0,0
93,-46,200,0,0,0
92,-46,200,0,0,0
91,-46,200,0,0,0
90,-45,200,0,0,0
89,-45,200,0,0,0
88,-44,200,0,0,0
87,-43,200,0,0,0
86,-42,200,0,0,0
85,-41,200,0,0,0
85,-40,200,0,0,0
85,-39,200,0,0,0
84,-38,200,0,0,0
83,-39,200,0,0,0
83,-40,200,0,0,0
83,-41,200,0,0,0
82,-42,200,0,0,0
81,-43,200,0,0,0
80,-44,200,0,0,0
79,-44,200,0,0,0
78,-44,200,0,0,0
77,-45,200,0,0,0
76,-45,200,0,0,0
75,-45,200,0,0,0
74,-45,200,0,0,0
73,-44,200,0,0,0
72,-44,200,0,0,0
71,-43,200,0,0,0
70,-43,200,0,0,0
69,-42,200,0,0,0
68,-41,200,0,0,0
68,-40,200,0,0,0
68,-40,200,0,0,0
69.5,-38.5,200,0,0,0
71,-37,200,0,0,0
71,-37,200,0,0,0
71,-36,200,0,0,0
71,-35,200,0,0,0
71,-34,200,0,0,0
71,-33,200,0,0,0
71,-32,200,0,0,0
71,-31,200,0,0,0
72,-30,200,0,0,0
72,-29,200,0,0,0
73,-28,200,0,0,0
74,-28,200,0,0,0
