0.05,30.942068,0,0,60.335881,0,0,61.569799,0,0,7.442449,0,0,164.475,0,0,156.482096,0,0
0.1,30.968282,0,0,60.508131,0,0,61.644907,0,0,7.456435,0,0,164.475018,0,0,156.468072,0,0
0.15,30.998887,0,0,60.51558,0,0,61.67114,0,0,7.471903,0,0,164.475039,0,0,156.452562,0,0
0.2,31.077814,0,0,60.533383,0,0,61.738133,0,0,7.5118,0,0,164.475095,0,0,156.412552,0,0
0.25,31.223881,0,0,60.565995,0,0,61.861354,0,0,7.585635,0,0,164.475207,0,0,156.338491,0,0
0.3,31.452765,0,0,60.616207,0,0,62.052485,0,0,7.701336,0,0,164.475405,0,0,156.222397,0,0
0.35,31.777523,0,0,60.685599,0,0,62.319652,0,0,7.86551,0,0,164.475731,0,0,156.05759,0,0
0.4,32.209017,0,0,60.774505,0,0,62.667479,0,0,8.083656,0,0,164.476248,0,0,155.838469,0,0
0.45,32.756261,0,0,60.882023,0,0,63.097194,0,0,8.360342,0,0,164.47704,0,0,155.560336,0,0
0.5,33.42666,0,0,61.006077,0,0,63.606798,0,0,8.699329,0,0,164.478225,0,0,155.21927,0,0
0.55,34.226154,0,0,61.143541,0,0,64.191285,0,0,9.103637,0,0,164.479959,0,0,154.812056,0,0
0.6,35.159247,0,0,61.290417,0,0,64.84294,0,0,9.575561,0,0,164.482438,0,0,154.336183,0,0
0.65,36.228924,0,0,61.442074,0,0,65.551687,0,0,10.116624,0,0,164.485912,0,0,153.789887,0,0
0.7,37.436476,0,0,61.593525,0,0,66.305489,0,0,10.727486,0,0,164.490677,0,0,153.172261,0,0
0.75,38.781217,0,0,61.739756,0,0,67.090809,0,0,11.407796,0,0,164.497081,0,0,152.483412,0,0
0.8,40.260146,0,0,61.876057,0,0,67.893113,0,0,12.156014,0,0,164.505516,0,0,151.724657,0,0
0.85,41.867547,0,0,61.998367,0,0,68.697407,0,0,12.969209,0,0,164.516395,0,0,150.898748,0,0
0.9,43.594608,0,0,62.103572,0,0,69.488805,0,0,13.842861,0,0,164.530135,0,0,150.010089,0,0
0.95,45.429085,0,0,62.189743,0,0,70.25311,0,0,14.770684,0,0,164.547116,0,0,149.064936,0,0
1.0,47.355084,0,0,62.25626,0,0,70.977373,0,0,15.744529,0,0,164.567638,0,0,148.071512,0,0
1.05,49.35304,0,0,62.303816,0,0,71.650415,0,0,16.754372,0,0,164.591873,0,0,147.040034,0,0
1.1,51.399935,0,0,62.334262,0,0,72.263276,0,0,17.788432,0,0,164.619819,0,0,145.982588,0,0
1.15,53.469787,0,0,62.350338,0,0,72.809547,0,0,18.833444,0,0,164.651261,0,0,144.912857,0,0
1.2,55.534432,0,0,62.355293,0,0,73.285564,0,0,19.875063,0,0,164.685759,0,0,143.845689,0,0
1.25,57.564523,0,0,62.35249,0,0,73.690435,0,0,20.898392,0,0,164.722653,0,0,142.796538,0,0
1.3,59.530691,0,0,62.345035,0,0,74.025905,0,0,21.888584,0,0,164.761095,0,0,141.780825,0,0
1.35,61.404756,0,0,62.335508,0,0,74.296054,0,0,22.831461,0,0,164.800111,0,0,140.813283,0,0
1.4,63.160863,0,0,62.325812,0,0,74.506866,0,0,23.714089,0,0,164.838665,0,0,139.907343,0,0
1.45,64.776485,0,0,62.317158,0,0,74.6657,0,0,24.525277,0,0,164.875741,0,0,139.074618,0,0
1.5,66.2332,0,0,62.310151,0,0,74.780716,0,0,25.255952,0,0,164.910407,0,0,138.324508,0,0
1.55,67.517264,0,0,62.304928,0,0,74.8603,0,0,25.899422,0,0,164.941873,0,0,137.663931,0,0
1.6,68.619984,0,0,62.301326,0,0,74.912534,0,0,26.451544,0,0,164.969528,0,0,137.097158,0,0
1.65,69.537951,0,0,62.299029,0,0,74.944753,0,0,26.910817,0,0,164.992965,0,0,136.625733,0,0
1.7,70.273194,0,0,62.29768,0,0,74.963215,0,0,27.278438,0,0,165.011992,0,0,136.248414,0,0
1.75,70.833314,0,0,62.296953,0,0,74.972909,0,0,27.558356,0,0,165.026627,0,0,135.96113,0,0
1.8,71.231653,0,0,62.296596,0,0,74.977507,0,0,27.757349,0,0,165.037105,0,0,135.756912,0,0
1.85,71.487504,0,0,62.296433,0,0,74.979455,0,0,27.885129,0,0,165.043863,0,0,135.625782,0,0
1.9,71.626395,0,0,62.296362,0,0,74.980184,0,0,27.954486,0,0,165.047539,0,0,135.554608,0,0
1.95,71.680418,0,0,62.296333,0,0,74.980405,0,0,27.981462,0,0,165.048971,0,0,135.526925,0,0
2.0,71.688596,0,0,62.296324,0,0,74.980435,0,0,27.985548,0,0,165.049187,0,0,135.522732,0,0
2.05,71.688622,0,0,62.296322,0,0,74.980436,0,0,27.985561,0,0,165.049188,0,0,135.522719,0,0
2.1,71.682115,0,0,62.296083,0,0,74.983662,0,0,27.982419,0,0,165.049021,0,0,135.525944,0,0
2.15,71.638537,0,0,62.294471,0,0,75.005232,0,0,27.961371,0,0,165.047903,0,0,135.547544,0,0
2.2,71.525938,0,0,62.290232,0,0,75.060709,0,0,27.906981,0,0,165.045004,0,0,135.603369,0,0
2.25,71.317391,0,0,62.282069,0,0,75.16256,0,0,27.806222,0,0,165.039606,0,0,135.706815,0,0
2.3,70.990242,0,0,62.268442,0,0,75.32006,0,0,27.648107,0,0,165.031066,0,0,135.869212,0,0
2.35,70.525368,0,0,62.247393,0,0,75.539205,0,0,27.423315,0,0,165.018792,0,0,136.100226,0,0
2.4,69.906531,0,0,62.216448,0,0,75.822679,0,0,27.123868,0,0,165.002219,0,0,136.408193,0,0
2.45,69.119889,0,0,62.172606,0,0,76.169869,0,0,26.74289,0,0,164.980802,0,0,136.800385,0,0
2.5,68.153692,0,0,62.11246,0,0,76.576978,0,0,26.274449,0,0,164.954021,0,0,137.283171,0,0
2.55,66.998181,0,0,62.032449,0,0,77.037213,0,0,25.713512,0,0,164.921398,0,0,137.862073,0,0
2.6,65.645713,0,0,61.929259,0,0,77.541064,0,0,25.055999,0,0,164.88254,0,0,138.541698,0,0
2.65,64.091108,0,0,61.800341,0,0,78.076693,0,0,24.298964,0,0,164.837187,0,0,139.325556,0,0
2.7,62.332218,0,0,61.644535,0,0,78.630406,0,0,23.440879,0,0,164.785285,0,0,140.215739,0,0
2.75,60.370678,0,0,61.462718,0,0,79.187234,0,0,22.482015,0,0,164.727061,0,0,141.212501,0,0
2.8,58.212775,0,0,61.25837,0,0,79.731607,0,0,21.4249,0,0,164.663097,0,0,142.313746,0,0
2.85,55.870339,0,0,61.037921,0,0,80.248092,0,0,20.274785,0,0,164.594383,0,0,143.514481,0,0
2.9,53.36149,0,0,60.810712,0,0,80.722181,0,0,19.040068,0,0,164.522332,0,0,144.806318,0,0
2.95,50.711075,0,0,60.588439,0,0,81.141061,0,0,17.732564,0,0,164.44874,0,0,146.177127,0,0
3.0,47.950594,0,0,60.384025,0,0,81.49432,0,0,16.367536,0,0,164.375667,0,0,147.61095,0,0
3.05,45.117484,0,0,60.210049,0,0,81.77452,0,0,14.963394,0,0,164.305263,0,0,149.088288,0,0
3.1,42.25372,0,0,60.076987,0,0,81.977585,0,0,13.541037,0,0,164.239546,0,0,150.586801,0,0
3.15,39.403824,0,0,59.991667,0,0,82.102964,0,0,12.122865,0,0,164.180187,0,0,152.082401,0,0
3.2,36.612512,0,0,59.956325,0,0,82.153577,0,0,10.73157,0,0,164.12834,0,0,153.550596,0,0
3.25,33.922307,0,0,59.968481,0,0,82.135522,0,0,9.388879,0,0,164.08456,0,0,154.967906,0,0
3.3,31.371434,0,0,60.021634,0,0,82.057611,0,0,8.114429,0,0,164.048821,0,0,156.313143,0,0
3.35,28.992262,0,0,60.106551,0,0,81.930747,0,0,6.924904,0,0,164.020606,0,0,157.568364,0,0
3.4,26.81039,0,0,60.212765,0,0,81.767203,0,0,5.833529,0,0,163.999059,0,0,158.719438,0,0
3.45,24.844371,0,0,60.329961,0,0,81.57986,0,0,4.849899,0,0,163.983138,0,0,159.756211,0,0
3.5,23.105923,0,0,60.449008,0,0,81.381439,0,0,3.98008,0,0,163.971757,0,0,160.672374,0,0
3.55,21.600453,0,0,60.562557,0,0,81.183797,0,0,3.226883,0,0,163.963885,0,0,161.465128,0,0
3.6,20.327685,0,0,60.665245,0,0,80.997314,0,0,2.590204,0,0,163.95862,0,0,162.134782,0,0
3.65,19.282243,0,0,60.753614,0,0,80.830393,0,0,2.067341,0,0,163.955213,0,0,162.684385,0,0
3.7,18.454064,0,0,60.825876,0,0,80.689101,0,0,1.653222,0,0,163.953078,0,0,163.119456,0,0
3.75,17.828564,0,0,60.881622,0,0,80.576956,0,0,1.340506,0,0,163.951782,0,0,163.447855,0,0
3.8,17.386549,0,0,60.92156,0,0,80.494849,0,0,1.119556,0,0,163.951022,0,0,163.679817,0,0
3.85,17.103848,0,0,60.947326,0,0,80.441092,0,0,0.978258,0,0,163.950599,0,0,163.828128,0,0
3.9,16.950742,0,0,60.961355,0,0,80.411592,0,0,0.901738,0,0,163.950389,0,0,163.908437,0,0
3.95,16.891218,0,0,60.966832,0,0,80.400074,0,0,0.871988,0,0,163.95031,0,0,163.939658,0,0
4.0,16.882169,0,0,60.967674,0,0,80.398344,0,0,0.867464,0,0,163.950298,0,0,163.944406,0,0
4.05,16.88213,0,0,60.96768,0,0,80.398343,0,0,0.867444,0,0,163.950298,0,0,163.944426,0,0
4.1,16.891037,0,0,60.968393,0,0,80.396816,0,0,0.87189,0,0,163.950309,0,0,163.939761,0,0
4.15,16.950638,0,0,60.973174,0,0,80.386573,0,0,0.901638,0,0,163.950391,0,0,163.908543,0,0
4.2,17.104208,0,0,60.98554,0,0,80.360008,0,0,0.978287,0,0,163.950619,0,0,163.828114,0,0
4.25,17.386893,0,0,61.008457,0,0,80.310386,0,0,1.119376,0,0,163.951097,0,0,163.680096,0,0
4.3,17.825741,0,0,61.044398,0,0,80.231443,0,0,1.338388,0,0,163.95198,0,0,163.450395,0,0
4.35,18.439759,0,0,61.095359,0,0,80.117011,0,0,1.644778,0,0,163.953483,0,0,163.12919,0,0
4.4,19.240024,0,0,61.162794,0,0,79.960745,0,0,2.04402,0,0,163.955888,0,0,162.710887,0,0
4.45,20.229876,0,0,61.247469,0,0,79.755996,0,0,2.537696,0,0,163.959523,0,0,162.194033,0,0
4.5,21.40524,0,0,61.349218,0,0,79.495841,0,0,3.123657,0,0,163.964725,0,0,161.581144,0,0
4.55,22.755125,0,0,61.466674,0,0,79.17327,0,0,3.796267,0,0,163.971803,0,0,160.878437,0,0
4.6,24.262333,0,0,61.597009,0,0,78.781516,0,0,4.546765,0,0,163.980974,0,0,160.095434,0,0
4.65,25.904415,0,0,61.73579,0,0,78.314487,0,0,5.363752,0,0,163.992326,0,0,159.24442,0,0
4.7,27.654862,0,0,61.877017,0,0,77.767265,0,0,6.233799,0,0,164.005776,0,0,158.339774,0,0
4.75,29.484486,0,0,62.013391,0,0,77.136598,0,0,7.142154,0,0,164.021069,0,0,157.397191,0,0
4.8,31.362898,0,0,62.136827,0,0,76.421349,0,0,8.073503,0,0,164.037787,0,0,156.432856,0,0
4.85,33.259971,0,0,62.239128,0,0,75.622843,0,0,9.012715,0,0,164.055393,0,0,155.462644,0,0
4.9,35.147156,0,0,62.312742,0,0,74.745067,0,0,9.945508,0,0,164.073288,0,0,154.501413,0,0
4.95,36.998549,0,0,62.351466,0,0,73.794717,0,0,10.858989,0,0,164.09087,0,0,153.562449,0,0
5.0,38.791635,0,0,62.350999,0,0,72.781088,0,0,11.742022,0,0,164.107594,0,0,152.657097,0,0
5.05,40.507698,0,0,62.309278,0,0,71.715813,0,0,12.585425,0,0,164.12301,0,0,151.794582,0,0
5.1,42.131916,0,0,62.226573,0,0,70.612504,0,0,13.382009,0,0,164.13679,0,0,150.981999,0,0
5.15,43.653202,0,0,62.105367,0,0,69.486298,0,0,14.126484,0,0,164.148737,0,0,150.224438,0,0
5.2,45.063864,0,0,61.950078,0,0,68.353371,0,0,14.815279,0,0,164.158781,0,0,149.525194,0,0
5.25,46.359163,0,0,61.766661,0,0,67.23042,0,0,15.446311,0,0,164.166956,0,0,148.886034,0,0
5.3,47.536831,0,0,61.562165,0,0,66.134154,0,0,16.018735,0,0,164.173383,0,0,148.307469,0,0
5.35,48.596604,0,0,61.344274,0,0,65.080789,0,0,16.532697,0,0,164.178246,0,0,147.789019,0,0
5.4,49.539801,0,0,61.120871,0,0,64.085568,0,0,16.989125,0,0,164.181764,0,0,147.329441,0,0
5.45,50.368983,0,0,60.899634,0,0,63.162293,0,0,17.389539,0,0,164.184173,0,0,146.926925,0,0
5.5,51.08768,0,0,60.687684,0,0,62.322898,0,0,17.735918,0,0,164.185708,0,0,146.579235,0,0
5.55,51.700223,0,0,60.49128,0,0,61.577031,0,0,18.030603,0,0,164.186588,0,0,146.283812,0,0
5.6,52.211648,0,0,60.315565,0,0,60.931677,0,0,18.276244,0,0,164.187011,0,0,146.037822,0,0
5.65,52.627692,0,0,60.16437,0,0,60.390815,0,0,18.475792,0,0,164.187138,0,0,145.83817,0,0
5.7,52.954874,0,0,60.04006,0,0,59.9551,0,0,18.632535,0,0,164.1871,0,0,145.681458,0,0
5.75,53.200651,0,0,59.943442,0,0,59.62161,0,0,18.750169,0,0,164.186992,0,0,145.56391,0,0
5.8,53.373653,0,0,59.873718,0,0,59.383612,0,0,18.832914,0,0,164.186875,0,0,145.481259,0,0
5.85,53.483991,0,0,59.828482,0,0,59.230397,0,0,18.885662,0,0,164.186785,0,0,145.428583,0,0
5.9,53.54362,0,0,59.803768,0,0,59.147133,0,0,18.91416,0,0,164.186731,0,0,145.400128,0,0
